,Xo,X,Y,Z,Predicted
0,1,0.67872384159,0.69543911514,0.593627661325,0.845283169606
1,1,0.678573592971,0.268109944899,0.296622876091,0.436476558449
2,1,-1.70325061278,-0.143158793497,-0.469049406601,-0.58878063357
3,1,-1.03533636913,-0.101089917063,-0.229609757237,-0.371354047811
4,1,-1.59604437386,-1.65548720992,-1.94366635463,-2.00697639809
5,1,-0.384460085776,-1.730062848,-1.70828884351,-1.75690204372
6,1,-0.715887199612,1.55889607091,1.41901326463,1.30126897446
7,1,-1.01167493138,-1.45460494074,-1.56404766589,-1.65979785709
8,1,0.767583557761,-1.08041696242,-0.991596494811,-0.829860072289
9,1,1.69931442123,0.254488221775,0.974280108647,0.694229912284
10,1,-1.29089505942,-0.54651251455,-0.877234450224,-0.865223203342
11,1,-0.43491822521,0.974497252634,1.02020978,0.816791191554
12,1,-0.640468191473,1.68325177803,1.80774077209,1.44023013799
13,1,-0.651299870564,0.653519291039,0.546763319431,0.452353953147
14,1,1.14865831697,-0.230666600693,0.310578482832,0.0840706263874
15,1,-0.604323397592,0.419840379922,-0.0191813647286,0.241287613401
16,1,0.312926936465,1.48776833136,1.41075586181,1.50615596765
17,1,-1.54163309223,0.289288422635,-0.286631716114,-0.132244060207
18,1,-0.301901157017,1.08051471955,0.885509272629,0.95349037905
19,1,0.697278004378,1.37052349801,1.53149745634,1.49596516154
20,1,0.383383108718,-0.670211391437,-0.31215185598,-0.539394264267
21,1,0.190916657947,0.390647270106,0.481505876192,0.424324853417
22,1,-1.06101160922,0.390204543036,-0.0620845524001,0.0917882978759
23,1,-0.932430943709,0.845117869645,0.755403075768,0.561051036681
24,1,-1.61273714999,-0.887638754299,-1.13868231875,-1.27691019033
25,1,1.50731440197,-1.5931669827,-1.1109609631,-1.12410044411
26,1,-0.610924936491,-0.94143174768,-0.97552607046,-1.06260454445
27,1,-1.42384018609,0.192580635198,-0.229421595508,-0.193502787781
28,1,-0.0255689086951,-0.281067700448,-0.195774780462,-0.275641572016
29,1,-1.41723459367,0.306932528063,-0.101999303703,-0.0823657976256
30,1,-0.338862990908,-0.841153331785,-1.12824923135,-0.894509118936
31,1,-0.754216165701,1.40390651767,1.08587053189,1.14284393613
32,1,0.0899170373807,1.54600226713,1.5663922125,1.50269998668
33,1,0.0581390197387,0.801437085837,0.920519279134,0.782047277965
34,1,0.83252578497,-0.482267935357,-0.236507719846,-0.2404656191
35,1,-0.659462677337,-1.01071385059,-0.956409839639,-1.14175330751
36,1,0.310954666738,0.510030842771,0.739808920699,0.570366446127
37,1,-1.60669728733,0.844665863262,0.535498914435,0.381748465505
38,1,0.542378724881,-0.721874818366,-0.792585233159,-0.546634972803
39,1,0.628006141652,-1.62725157177,-1.80709311044,-1.38996842864
40,1,-0.977595370135,0.351937211531,-0.0883144311872,0.0773119928039
41,1,-0.440259405469,-1.21794801383,-1.27182597965,-1.28183507651
42,1,1.34182321696,-1.7084144194,-1.18517416732,-1.27824344133
43,1,1.14674537011,-1.71754886497,-1.48406214717,-1.33873159234
44,1,-1.67137528267,0.650434485581,-0.0637291865227,0.178796294955
45,1,-0.115205736838,0.690870086749,0.778524874084,0.630298003438
46,1,1.62391044375,-1.58972339231,-1.3299884273,-1.08987569678
47,1,0.186146097718,-0.767102188134,-0.564804081552,-0.684399572685
48,1,-0.811044016022,-1.29276650555,-1.31490811302,-1.4517657807
49,1,1.51115329476,0.703294118076,0.91226682177,1.07362486724
50,1,-0.629300191388,-0.775341454263,-1.20171535639,-0.908603527296
51,1,-0.809343326952,1.4560471662,1.19122849168,1.17809548719
52,1,0.463864240156,-1.07953706686,-0.837418857634,-0.909589429344
53,1,-1.43739898096,0.891937395878,0.367912067105,0.471878268513
54,1,0.140109141026,-1.57955762913,-1.34429003431,-1.47377613804
55,1,-0.287184433213,-1.14549454172,-0.910371771154,-1.17192093846
56,1,1.17648060768,1.41894936327,1.64183410321,1.66941094542
57,1,1.54357847674,1.74593877238,2.23488077494,2.07958068868
58,1,1.40351127606,-1.51461830432,-0.967748483173,-1.07650080029
59,1,1.23567388497,1.20265942551,1.41758089009,1.47821912181
60,1,0.326717823567,-1.41414572964,-1.09981174909,-1.26604565732
61,1,1.70419299996,1.47443907326,1.89839540005,1.86248246929
62,1,0.571008691287,-1.11414921907,-0.882280077989,-0.914274680521
63,1,1.33424540973,1.48893002491,1.61650796054,1.77820381127
64,1,0.71387762153,0.589679594917,0.749448378289,0.753443292048
65,1,-1.40367229164,-0.205021386313,-0.407578043204,-0.568483522737
66,1,-1.05159834352,-0.558456718054,-1.03372398881,-0.813167646887
67,1,1.62129055374,-1.69326011867,-1.14048477748,-1.18960997998
68,1,-1.58846552816,-1.40717646485,-1.96310778468,-1.7674413036
69,1,-1.34719399531,-0.336532446029,-0.564407862602,-0.679299345076
70,1,-1.437622322,0.475129197774,-0.13246571541,0.0731162271788
71,1,-1.54742440225,-1.22993135159,-1.65054661609,-1.58700796203
72,1,0.146726074172,1.47748729468,1.69478688689,1.45223155314
73,1,-1.55728464502,0.198408095665,-0.303811215509,-0.223328770853
74,1,-0.0450376509549,-0.737006739728,-0.754491341807,-0.716940124099
75,1,1.00619103723,-1.50751895394,-1.06559992082,-1.17511143124
76,1,1.21017559981,-1.33051861165,-0.88228907022,-0.951686394333
77,1,-0.296374486632,-0.918696169493,-0.984576799984,-0.957412231726
78,1,0.756706859917,0.285950699217,0.2662634873,0.474269630692
